CHR	GENE_ID	GENE_NAME	SUBJECT_ID	tissue_num	data_pvalues	data_qvalues	data_lfdr	z_score	RME_effect	mosaic_category	is_significant
11	ENSG00000166689.15	PLEKHA7	GTEX-YFC4	33	1	1	1	0.20219834	private_RME	Autosome	FALSE
11	ENSG00000110700.6	RPS13	GTEX-YFC4	24	1	1	1	-0.256624623	private_RME	Autosome	FALSE
11	ENSG00000070081.15	NUCB2	GTEX-YFC4	34	1	1	1	-0.079629514	private_RME	Autosome	FALSE
11	ENSG00000188211.8	NCR3LG1	GTEX-YFC4	18	1	1	1	-0.059346179	private_RME	Autosome	FALSE
11	ENSG00000006071.12	ABCC8	GTEX-YFC4	23	1	1	1	1.284519206	common_RME	Autosome	FALSE
11	ENSG00000006611.15	USH1C	GTEX-YFC4	12	1	1	1	0.759658268	private_RME	Autosome	FALSE
11	ENSG00000129159.7	KCNC1	GTEX-YFC4	18	0.663724491	1	1	-0.562021901	private_RME	Autosome	FALSE
11	ENSG00000129158.10	SERGEF	GTEX-YFC4	23	1	1	1	-0.256153758	private_RME	Autosome	FALSE
11	ENSG00000166788.9	SAAL1	GTEX-YFC4	34	0.946220471	1	1	-0.301921803	private_RME	Autosome	FALSE
11	ENSG00000134339.8	SAA2	GTEX-YFC4	7	1	1	1	1.328776686	common_RME	Autosome	FALSE
11	ENSG00000110768.11	GTF2H1	GTEX-YFC4	32	0.904627134	1	1	-0.496799232	private_RME	Autosome	FALSE
11	ENSG00000256006.1	AC084117.3	GTEX-YFC4	4	1	1	1	-0.355889463	private_RME	Autosome	FALSE
11	ENSG00000074319.12	TSG101	GTEX-YFC4	27	1	1	1	-0.49867535	private_RME	Autosome	FALSE
11	ENSG00000151116.16	UEVLD	GTEX-YFC4	16	0.763801522	1	1	-0.492217475	private_RME	Autosome	FALSE
11	ENSG00000179057.13	IGSF22	GTEX-YFC4	4	0.883996876	1	1	-0.385429915	private_RME	Autosome	FALSE
11	ENSG00000254966.1	RP11-1081L13.4	GTEX-YFC4	20	1	1	1	-0.165159163	private_RME	Autosome	FALSE
11	ENSG00000110786.17	PTPN5	GTEX-YFC4	20	1	1	1	-0.451558884	private_RME	Autosome	FALSE
11	ENSG00000129170.8	CSRP3	GTEX-YFC4	4	1	1	1	-0.091628106	private_RME	Autosome	FALSE
11	ENSG00000255308.1	RP11-428C19.4	GTEX-YFC4	6	0.634827003	1	1	-0.427360148	private_RME	Autosome	FALSE
11	ENSG00000254453.1	NAV2-AS2	GTEX-YFC4	11	1	1	1	-0.587642478	private_RME	Autosome	FALSE
11	ENSG00000109854.13	HTATIP2	GTEX-YFC4	14	1	1	1	-0.102329298	private_RME	Autosome	FALSE
11	ENSG00000198168.8	SVIP	GTEX-YFC4	31	1	1	1	-0.412221038	private_RME	Autosome	FALSE
11	ENSG00000134343.12	ANO3	GTEX-YFC4	22	1	1	1	0.615346097	private_RME	Autosome	FALSE
11	ENSG00000109881.16	CCDC34	GTEX-YFC4	29	0.536663032	1	1	-0.390333167	private_RME	Autosome	FALSE
11	ENSG00000245573.7	BDNF-AS	GTEX-YFC4	26	1	1	1	-0.37718481	private_RME	Autosome	FALSE
11	ENSG00000176697.18	BDNF	GTEX-YFC4	24	0.746808978	1	1	-0.432618043	private_RME	Autosome	FALSE
11	ENSG00000249867.5	RP11-115J23.1	GTEX-YFC4	3	0.919873883	1	1	0.074393233	private_RME	Autosome	FALSE
11	ENSG00000152219.4	ARL14EP	GTEX-YFC4	7	1	1	1	-0.425400174	private_RME	Autosome	FALSE
11	ENSG00000066382.16	MPPED2	GTEX-YFC4	29	0.95638187	1	1	-0.30111426	private_RME	Autosome	FALSE
11	ENSG00000007372.21	PAX6	GTEX-YFC4	5	1	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000184937.13	WT1	GTEX-YFC4	7	1	1	1	0.738478591	private_RME	Autosome	FALSE
11	ENSG00000273677.1	WT1-AS_2	GTEX-YFC4	3	1	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000186714.12	CCDC73	GTEX-YFC4	33	0.805005708	1	1	-0.435566395	private_RME	Autosome	FALSE
11	ENSG00000085063.14	CD59	GTEX-YFC4	3	1	1	1	2.866408016	frequent_RME	Autosome	FALSE
11	ENSG00000110429.13	FBXO3	GTEX-YFC4	18	1	1	1	-0.198738648	private_RME	Autosome	FALSE
11	ENSG00000135363.11	LMO2	GTEX-YFC4	9	0.530037137	1	1	0.334279308	private_RME	Autosome	FALSE
11	ENSG00000135372.8	NAT10	GTEX-YFC4	34	1	1	1	-0.758435125	private_RME	Autosome	FALSE
11	ENSG00000166016.5	ABTB2	GTEX-YFC4	7	1	1	1	-0.694224079	private_RME	Autosome	FALSE
11	ENSG00000135373.12	EHF	GTEX-YFC4	11	1	1	1	-0.456769138	private_RME	Autosome	FALSE
11	ENSG00000110436.11	SLC1A2	GTEX-YFC4	21	1	1	1	0.706811557	private_RME	Autosome	FALSE
11	ENSG00000179431.6	FJX1	GTEX-YFC4	16	1	1	1	-0.492217475	private_RME	Autosome	FALSE
11	ENSG00000135362.13	PRR5L	GTEX-YFC4	24	1	1	1	-0.065115193	private_RME	Autosome	FALSE
11	ENSG00000148948.7	LRRC4C	GTEX-YFC4	15	1	1	1	-0.267711345	private_RME	Autosome	FALSE
11	ENSG00000283217.1	RP11-472I20.3	GTEX-YFC4	24	0.956274674	1	1	-0.679571289	private_RME	Autosome	FALSE
11	ENSG00000166199.12	ALKBH3	GTEX-YFC4	34	0.973408148	1	1	-0.415331814	private_RME	Autosome	FALSE
11	ENSG00000244953.1	RP11-613D13.8	GTEX-YFC4	5	1	1	1	-0.574999971	private_RME	Autosome	FALSE
11	ENSG00000052850.5	ALX4	GTEX-YFC4	9	1	1	1	-0.649765636	private_RME	Autosome	FALSE
11	ENSG00000019505.7	SYT13	GTEX-YFC4	4	0.790028384	1	1	1.271759257	common_RME	Autosome	FALSE
11	ENSG00000254427.1	RP11-430H10.1	GTEX-YFC4	6	1	1	1	-0.784075443	private_RME	Autosome	FALSE
11	ENSG00000255041.1	RP11-430H10.4	GTEX-YFC4	5	0.537191365	1	1	0.387989096	private_RME	Autosome	FALSE
11	ENSG00000254746.5	RP11-958J22.1	GTEX-YFC4	4	1	1	1	-0.5371187	private_RME	Autosome	FALSE
11	ENSG00000121680.15	PEX16	GTEX-YFC4	33	0.668448144	1	1	-0.662192399	private_RME	Autosome	FALSE
11	ENSG00000165905.17	LARGE2	GTEX-YFC4	8	1	1	1	-0.633278848	private_RME	Autosome	FALSE
11	ENSG00000134575.9	ACP2	GTEX-YFC4	34	1	1	1	-0.492988973	private_RME	Autosome	FALSE
11	ENSG00000066336.11	SPI1	GTEX-YFC4	28	1	1	1	-0.588133239	private_RME	Autosome	FALSE
11	ENSG00000165917.9	RAPSN	GTEX-YFC4	5	1	1	1	-0.525764368	private_RME	Autosome	FALSE
11	ENSG00000149187.17	CELF1	GTEX-YFC4	34	0.710219026	1	1	-0.531537757	private_RME	Autosome	FALSE
11	ENSG00000123444.13	KBTBD4	GTEX-YFC4	6	0.745280918	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000165923.15	AGBL2	GTEX-YFC4	10	1	1	1	-0.778587515	private_RME	Autosome	FALSE
11	ENSG00000109920.12	FNBP4	GTEX-YFC4	34	1	1	1	-0.505993141	private_RME	Autosome	FALSE
11	ENSG00000149177.12	PTPRJ	GTEX-YFC4	31	1	1	1	-0.467272349	private_RME	Autosome	FALSE
11	ENSG00000086205.16	FOLH1	GTEX-YFC4	22	0.620017637	1	1	-0.5371187	private_RME	Autosome	FALSE
11	ENSG00000205035.8	RP11-707M1.1	GTEX-YFC4	8	0.606580632	1	1	-0.683463437	private_RME	Autosome	FALSE
11	ENSG00000254714.1	RP11-163O19.1	GTEX-YFC4	5	1	1	1	-0.479011232	private_RME	Autosome	FALSE
11	ENSG00000183908.5	LRRC55	GTEX-YFC4	7	1	1	1	-0.519788403	private_RME	Autosome	FALSE
11	ENSG00000254662.1	RP11-872D17.4	GTEX-YFC4	11	1	1	1	-0.597597903	private_RME	Autosome	FALSE
11	ENSG00000213593.9	TMX2	GTEX-YFC4	34	1	1	1	-0.574631117	private_RME	Autosome	FALSE
11	ENSG00000211450.9	SELENOH	GTEX-YFC4	32	1	1	1	-0.549783149	private_RME	Autosome	FALSE
11	ENSG00000198561.13	CTNND1	GTEX-YFC4	34	0.533118397	1	1	-0.335304588	private_RME	Autosome	FALSE
11	ENSG00000110031.12	LPXN	GTEX-YFC4	33	1	1	1	-0.427360148	private_RME	Autosome	FALSE
11	ENSG00000186660.14	ZFP91	GTEX-YFC4	33	1	1	1	-0.382712602	private_RME	Autosome	FALSE
11	ENSG00000242689.2	CNTF	GTEX-YFC4	6	1	1	1	-0.586159756	private_RME	Autosome	FALSE
11	ENSG00000280010.1	AP001350.4	GTEX-YFC4	10	1	1	1	-0.427360148	private_RME	Autosome	FALSE
11	ENSG00000166840.13	GLYATL1	GTEX-YFC4	3	1	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000255240.5	RP11-142C4.6	GTEX-YFC4	5	1	1	1	-0.615517666	private_RME	Autosome	FALSE
11	ENSG00000245571.6	AP001258.4	GTEX-YFC4	4	1	1	1	-0.341462151	private_RME	Autosome	FALSE
11	ENSG00000166801.15	FAM111A	GTEX-YFC4	18	1	1	1	-0.130366419	private_RME	Autosome	FALSE
11	ENSG00000110446.10	SLC15A3	GTEX-YFC4	13	1	1	1	-0.705772086	private_RME	Autosome	FALSE
11	ENSG00000110448.10	CD5	GTEX-YFC4	4	0.721817441	1	1	-0.440272919	private_RME	Autosome	FALSE
11	ENSG00000149532.15	CPSF7	GTEX-YFC4	20	1	1	1	-0.454799786	private_RME	Autosome	FALSE
11	ENSG00000134824.13	FADS2	GTEX-YFC4	34	0.617880904	1	1	1.349583995	common_RME	Autosome	FALSE
11	ENSG00000221968.8	FADS3	GTEX-YFC4	32	0.995978615	1	1	-0.143129909	private_RME	Autosome	FALSE
11	ENSG00000167995.15	BEST1	GTEX-YFC4	30	1	1	1	-0.315049072	private_RME	Autosome	FALSE
11	ENSG00000149503.12	INCENP	GTEX-YFC4	34	1	1	1	1.43232249	common_RME	Autosome	FALSE
11	ENSG00000254404.1	RP11-703H8.9	GTEX-YFC4	3	1	1	1	1.213241368	common_RME	Autosome	FALSE
11	ENSG00000124935.3	SCGB1D2	GTEX-YFC4	3	1	1	1	1.519661125	common_RME	Autosome	FALSE
11	ENSG00000124942.13	AHNAK	GTEX-YFC4	33	1	1	1	-0.07771015	private_RME	Autosome	FALSE
11	ENSG00000149480.6	MTA2	GTEX-YFC4	31	1	1	1	-0.23920263	private_RME	Autosome	FALSE
11	ENSG00000149499.11	EML3	GTEX-YFC4	34	1	1	1	-0.281015412	private_RME	Autosome	FALSE
11	ENSG00000149541.9	B3GAT3	GTEX-YFC4	5	1	1	1	-0.752851027	private_RME	Autosome	FALSE
11	ENSG00000089597.16	GANAB	GTEX-YFC4	33	1	1	1	-0.495379533	private_RME	Autosome	FALSE
11	ENSG00000278615.4	C11orf98	GTEX-YFC4	33	1	1	1	-0.569303539	private_RME	Autosome	FALSE
11	ENSG00000214756.7	METTL12	GTEX-YFC4	16	1	1	1	-0.637333031	private_RME	Autosome	FALSE
11	ENSG00000177363.4	LRRN4CL	GTEX-YFC4	15	1	1	1	-0.73199613	private_RME	Autosome	FALSE
11	ENSG00000214753.2	HNRNPUL2	GTEX-YFC4	24	1	1	1	-0.602973832	private_RME	Autosome	FALSE
11	ENSG00000162222.13	TTC9C	GTEX-YFC4	34	1	1	1	-0.443471495	private_RME	Autosome	FALSE
11	ENSG00000184999.11	SLC22A10	GTEX-YFC4	7	1	1	1	0.031630161	private_RME	Autosome	FALSE
11	ENSG00000196600.12	SLC22A25	GTEX-YFC4	5	1	1	1	1.015180823	common_RME	Autosome	FALSE
11	ENSG00000133317.14	LGALS12	GTEX-YFC4	4	1	1	1	-0.619437615	private_RME	Autosome	FALSE
11	ENSG00000176485.11	PLA2G16	GTEX-YFC4	6	1	1	1	0.929654678	private_RME	Autosome	FALSE
11	ENSG00000176340.3	COX8A	GTEX-YFC4	24	1	1	1	-0.734684094	private_RME	Autosome	FALSE
11	ENSG00000126500.3	FLRT1	GTEX-YFC4	22	0.719955525	1	1	-0.483110524	private_RME	Autosome	FALSE
11	ENSG00000149761.8	NUDT22	GTEX-YFC4	16	1	1	1	-0.511789804	private_RME	Autosome	FALSE
11	ENSG00000173511.9	VEGFB	GTEX-YFC4	26	1	1	1	-0.314315412	private_RME	Autosome	FALSE
11	ENSG00000149782.11	PLCB3	GTEX-YFC4	34	0.861658386	1	1	-0.43150198	private_RME	Autosome	FALSE
11	ENSG00000219435.5	TEX40	GTEX-YFC4	7	1	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000173153.13	ESRRA	GTEX-YFC4	34	1	1	1	-0.517492999	private_RME	Autosome	FALSE
11	ENSG00000126432.13	PRDX5	GTEX-YFC4	34	1	1	1	2.470265629	frequent_RME	Autosome	FALSE
11	ENSG00000162302.12	RPS6KA4	GTEX-YFC4	34	0.832905448	1	1	-0.442764857	private_RME	Autosome	FALSE
11	ENSG00000133895.14	MEN1	GTEX-YFC4	34	1	1	1	-0.61310539	private_RME	Autosome	FALSE
11	ENSG00000171219.8	CDC42BPG	GTEX-YFC4	15	0.952575149	1	1	-0.595226169	private_RME	Autosome	FALSE
11	ENSG00000068971.13	PPP2R5B	GTEX-YFC4	34	1	1	1	-0.450068814	private_RME	Autosome	FALSE
11	ENSG00000213465.7	ARL2	GTEX-YFC4	34	0.999050041	1	1	-0.396000562	private_RME	Autosome	FALSE
11	ENSG00000173327.7	MAP3K11	GTEX-YFC4	34	1	1	1	-0.562447597	private_RME	Autosome	FALSE
11	ENSG00000197136.4	PCNX3	GTEX-YFC4	20	1	1	1	-0.402625827	private_RME	Autosome	FALSE
11	ENSG00000172922.8	RNASEH2C	GTEX-YFC4	34	1	1	1	-0.276646913	private_RME	Autosome	FALSE
11	ENSG00000254470.2	AP5B1	GTEX-YFC4	26	1	1	1	-0.51302536	private_RME	Autosome	FALSE
11	ENSG00000172818.9	OVOL1	GTEX-YFC4	3	1	1	1	-0.495379533	private_RME	Autosome	FALSE
11	ENSG00000172803.17	SNX32	GTEX-YFC4	5	1	1	1	-0.427360148	private_RME	Autosome	FALSE
11	ENSG00000254458.1	RP11-867G23.13	GTEX-YFC4	17	1	1	1	-0.173182449	private_RME	Autosome	FALSE
11	ENSG00000174807.3	CD248	GTEX-YFC4	17	1	1	1	-0.14043228	private_RME	Autosome	FALSE
11	ENSG00000174791.10	RIN1	GTEX-YFC4	15	1	1	1	-0.352630921	private_RME	Autosome	FALSE
11	ENSG00000254756.1	RP11-867G23.12	GTEX-YFC4	34	1	1	1	-0.519788403	private_RME	Autosome	FALSE
11	ENSG00000174744.13	BRMS1	GTEX-YFC4	34	1	1	1	-0.52517606	private_RME	Autosome	FALSE
11	ENSG00000173715.15	C11orf80	GTEX-YFC4	4	1	1	1	-0.472052253	private_RME	Autosome	FALSE
11	ENSG00000173120.14	KDM2A	GTEX-YFC4	17	1	1	1	-0.438763634	private_RME	Autosome	FALSE
11	ENSG00000173020.10	GRK2	GTEX-YFC4	34	0.984442315	1	1	-0.441522542	private_RME	Autosome	FALSE
11	ENSG00000175482.8	POLD4	GTEX-YFC4	6	0.897234524	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000175505.10	CLCF1	GTEX-YFC4	10	1	1	1	-0.713242889	private_RME	Autosome	FALSE
11	ENSG00000175463.11	TBC1D10C	GTEX-YFC4	28	1	1	1	-0.752851027	private_RME	Autosome	FALSE
11	ENSG00000172725.13	CORO1B	GTEX-YFC4	6	0.739360424	1	1	-0.145352773	private_RME	Autosome	FALSE
11	ENSG00000160172.10	FAM86C2P	GTEX-YFC4	6	0.999621497	1	1	-0.704786673	private_RME	Autosome	FALSE
11	ENSG00000110717.12	NDUFS8	GTEX-YFC4	30	1	1	1	-0.533418974	private_RME	Autosome	FALSE
11	ENSG00000069482.6	GAL	GTEX-YFC4	3	1	1	1	0.590577574	private_RME	Autosome	FALSE
11	ENSG00000132749.10	TESMIN	GTEX-YFC4	4	1	1	1	-0.668333812	private_RME	Autosome	FALSE
11	ENSG00000110090.12	CPT1A	GTEX-YFC4	31	1	1	1	-0.578677764	private_RME	Autosome	FALSE
11	ENSG00000110092.3	CCND1	GTEX-YFC4	10	1	1	1	0.497272503	private_RME	Autosome	FALSE
11	ENSG00000149716.12	ORAOV1	GTEX-YFC4	34	1	1	1	-0.678236839	private_RME	Autosome	FALSE
11	ENSG00000255191.1	RP11-626H12.1	GTEX-YFC4	7	1	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000172890.11	NADSYN1	GTEX-YFC4	34	0.694023286	1	1	0.779983925	private_RME	Autosome	FALSE
11	ENSG00000255319.5	ENPP7P8	GTEX-YFC4	9	0.694967719	1	1	1.089698652	common_RME	Autosome	FALSE
11	ENSG00000158483.15	FAM86C1	GTEX-YFC4	26	1	1	1	1.18243195	common_RME	Autosome	FALSE
11	ENSG00000137497.17	NUMA1	GTEX-YFC4	29	1	1	1	-0.482239424	private_RME	Autosome	FALSE
11	ENSG00000168010.10	ATG16L2	GTEX-YFC4	33	0.731919584	1	1	-0.450803723	private_RME	Autosome	FALSE
11	ENSG00000137478.14	FCHSD2	GTEX-YFC4	23	0.902310738	1	1	-0.589109594	private_RME	Autosome	FALSE
11	ENSG00000175591.11	P2RY2	GTEX-YFC4	16	1	1	1	-0.496799232	private_RME	Autosome	FALSE
11	ENSG00000171631.14	P2RY6	GTEX-YFC4	3	1	1	1	-0.43455743	private_RME	Autosome	FALSE
11	ENSG00000021300.13	PLEKHB1	GTEX-YFC4	18	0.74825815	1	1	-0.281015412	private_RME	Autosome	FALSE
11	ENSG00000175582.19	RAB6A	GTEX-YFC4	34	1	1	1	-0.492217475	private_RME	Autosome	FALSE
11	ENSG00000175581.13	MRPL48	GTEX-YFC4	30	1	1	1	-0.35418778	private_RME	Autosome	FALSE
11	ENSG00000175575.12	PAAF1	GTEX-YFC4	34	0.631747306	1	1	-0.470543841	private_RME	Autosome	FALSE
11	ENSG00000187726.8	DNAJB13	GTEX-YFC4	6	1	1	1	-0.482772233	private_RME	Autosome	FALSE
11	ENSG00000175564.12	UCP3	GTEX-YFC4	27	1	1	1	-0.317601596	private_RME	Autosome	FALSE
11	ENSG00000254631.5	RP11-702H23.4	GTEX-YFC4	4	1	1	1	1.131107256	common_RME	Autosome	FALSE
11	ENSG00000077514.8	POLD3	GTEX-YFC4	34	0.728146529	1	1	-0.362584609	private_RME	Autosome	FALSE
11	ENSG00000054938.15	CHRDL2	GTEX-YFC4	7	1	1	1	0.822198753	private_RME	Autosome	FALSE
11	ENSG00000166439.5	RNF169	GTEX-YFC4	33	1	1	1	-0.24077061	private_RME	Autosome	FALSE
11	ENSG00000118363.11	SPCS2	GTEX-YFC4	34	0.83691073	1	1	-0.567052851	private_RME	Autosome	FALSE
11	ENSG00000137491.14	SLCO2B1	GTEX-YFC4	32	1	1	1	-0.279566454	private_RME	Autosome	FALSE
11	ENSG00000261594.3	TPBGL	GTEX-YFC4	8	0.563423209	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000137486.16	ARRB1	GTEX-YFC4	32	0.685888317	1	1	-0.507777305	private_RME	Autosome	FALSE
11	ENSG00000149273.14	RPS3	GTEX-YFC4	15	1	1	1	0.130495245	private_RME	Autosome	FALSE
11	ENSG00000255434.1	CTD-2530H12.8	GTEX-YFC4	20	0.701352825	1	1	-0.660597072	private_RME	Autosome	FALSE
11	ENSG00000085741.12	WNT11	GTEX-YFC4	22	1	1	1	-0.157639581	private_RME	Autosome	FALSE
11	ENSG00000255363.2	RP11-672A2.5	GTEX-YFC4	3	1	1	1	-0.473229394	private_RME	Autosome	FALSE
11	ENSG00000048649.13	RSF1	GTEX-YFC4	34	0.947995624	1	1	-0.544435937	private_RME	Autosome	FALSE
11	ENSG00000087884.14	AAMDC	GTEX-YFC4	32	1	1	1	-0.275386768	private_RME	Autosome	FALSE
11	ENSG00000254459.1	RP11-91P24.7	GTEX-YFC4	3	1	1	1	-0.346485426	private_RME	Autosome	FALSE
11	ENSG00000151366.12	NDUFC2	GTEX-YFC4	34	0.849533452	1	1	0.273405992	private_RME	Autosome	FALSE
11	ENSG00000159063.12	ALG8	GTEX-YFC4	5	1	1	1	0.209456798	private_RME	Autosome	FALSE
11	ENSG00000188997.7	KCTD21	GTEX-YFC4	34	0.544315387	1	1	-0.255641123	private_RME	Autosome	FALSE
11	ENSG00000254420.1	RP11-452H21.1	GTEX-YFC4	25	1	1	1	-0.255367366	private_RME	Autosome	FALSE
11	ENSG00000137513.9	NARS2	GTEX-YFC4	34	0.999526644	1	1	-0.346485426	private_RME	Autosome	FALSE
11	ENSG00000245832.6	MIR4300HG	GTEX-YFC4	8	1	1	1	0.423551514	private_RME	Autosome	FALSE
11	ENSG00000165490.12	DDIAS	GTEX-YFC4	4	1	1	1	-0.746657755	private_RME	Autosome	FALSE
11	ENSG00000254698.1	RP11-659G9.3	GTEX-YFC4	34	0.900712962	1	1	-0.376309659	private_RME	Autosome	FALSE
11	ENSG00000137502.9	RAB30	GTEX-YFC4	34	0.637238664	1	1	-0.439555543	private_RME	Autosome	FALSE
11	ENSG00000137494.13	ANKRD42	GTEX-YFC4	29	0.549737313	1	1	0.320693847	private_RME	Autosome	FALSE
11	ENSG00000278989.1	RP11-762L8.6	GTEX-YFC4	12	0.534442532	1	1	-0.573704885	private_RME	Autosome	FALSE
11	ENSG00000254731.1	CTD-2005H7.1	GTEX-YFC4	8	0.999751081	1	1	-0.567052851	private_RME	Autosome	FALSE
11	ENSG00000255250.1	CTD-2005H7.2	GTEX-YFC4	24	1	1	1	-0.235446991	private_RME	Autosome	FALSE
11	ENSG00000150687.11	PRSS23	GTEX-YFC4	34	1	1	1	0.629216683	private_RME	Autosome	FALSE
11	ENSG00000255471.1	RP11-736K20.5	GTEX-YFC4	26	1	1	1	-0.247455153	private_RME	Autosome	FALSE
11	ENSG00000280339.1	RP11-736K20.4	GTEX-YFC4	14	1	1	1	-0.565685995	private_RME	Autosome	FALSE
11	ENSG00000246523.7	RP11-736K20.6	GTEX-YFC4	17	1	1	1	-0.465537036	private_RME	Autosome	FALSE
11	ENSG00000255241.1	RP11-164N3.3	GTEX-YFC4	13	1	1	1	0.115100388	private_RME	Autosome	FALSE
11	ENSG00000123892.11	RAB38	GTEX-YFC4	14	0.774108667	1	1	0.226398215	private_RME	Autosome	FALSE
11	ENSG00000168959.14	GRM5	GTEX-YFC4	3	1	1	1	-0.562447597	private_RME	Autosome	FALSE
11	ENSG00000086991.12	NOX4	GTEX-YFC4	7	1	1	1	-0.452447817	private_RME	Autosome	FALSE
11	ENSG00000280385.1	AP000648.5	GTEX-YFC4	34	1	1	1	-0.578677764	private_RME	Autosome	FALSE
11	ENSG00000166002.6	SMCO4	GTEX-YFC4	34	1	1	1	1.258930335	common_RME	Autosome	FALSE
11	ENSG00000214376.5	VSTM5	GTEX-YFC4	5	1	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000110218.8	PANX1	GTEX-YFC4	8	1	1	1	-0.023698364	private_RME	Autosome	FALSE
11	ENSG00000150316.11	CWC15	GTEX-YFC4	31	1	1	1	-0.373600857	private_RME	Autosome	FALSE
11	ENSG00000186280.6	KDM4D	GTEX-YFC4	4	1	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000245552.6	RP11-712B9.2	GTEX-YFC4	34	0.849555097	1	1	-0.195647649	private_RME	Autosome	FALSE
11	ENSG00000149212.11	SESN3	GTEX-YFC4	34	0.74046549	1	1	-0.261926968	private_RME	Autosome	FALSE
11	ENSG00000184384.13	MAML2	GTEX-YFC4	23	0.531549742	1	1	-0.41468046	private_RME	Autosome	FALSE
11	ENSG00000149231.11	CCDC82	GTEX-YFC4	34	1	1	1	-0.222159377	private_RME	Autosome	FALSE
11	ENSG00000183340.6	JRKL	GTEX-YFC4	23	1	1	1	-0.650475894	private_RME	Autosome	FALSE
11	ENSG00000149972.10	CNTN5	GTEX-YFC4	15	0.542049078	1	1	0.181300914	private_RME	Autosome	FALSE
11	ENSG00000282728.1	PGR-AS1	GTEX-YFC4	12	1	1	1	-0.721657805	private_RME	Autosome	FALSE
11	ENSG00000187151.7	ANGPTL5	GTEX-YFC4	8	1	1	1	-0.567052851	private_RME	Autosome	FALSE
11	ENSG00000137675.4	MMP27	GTEX-YFC4	5	1	1	1	-0.678236839	private_RME	Autosome	FALSE
11	ENSG00000254987.1	RP11-563P16.1	GTEX-YFC4	5	0.947697277	1	1	-0.65509447	private_RME	Autosome	FALSE
11	ENSG00000137757.10	CASP5	GTEX-YFC4	3	1	1	1	-0.301921803	private_RME	Autosome	FALSE
11	ENSG00000204397.7	CARD16	GTEX-YFC4	3	0.879580121	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000254750.1	CASP1P2	GTEX-YFC4	5	0.545524066	1	1	-0.866394357	never_RME	Autosome	FALSE
11	ENSG00000182359.14	KBTBD3	GTEX-YFC4	32	0.586868597	1	1	-0.61631158	private_RME	Autosome	FALSE
11	ENSG00000152402.10	GUCY1A2	GTEX-YFC4	4	1	1	1	-0.427360148	private_RME	Autosome	FALSE
11	ENSG00000110675.12	ELMOD1	GTEX-YFC4	7	1	1	1	-0.471263569	private_RME	Autosome	FALSE
11	ENSG00000110660.14	SLC35F2	GTEX-YFC4	27	0.773892816	1	1	0.069441719	private_RME	Autosome	FALSE
11	ENSG00000075239.13	ACAT1	GTEX-YFC4	29	0.734916017	1	1	0.293910337	private_RME	Autosome	FALSE
11	ENSG00000149308.16	NPAT	GTEX-YFC4	13	1	1	1	-0.570890563	private_RME	Autosome	FALSE
11	ENSG00000149311.18	ATM	GTEX-YFC4	34	1	1	1	-0.241187414	private_RME	Autosome	FALSE
11	ENSG00000166323.12	C11orf65	GTEX-YFC4	34	0.751952479	1	1	-0.198298822	private_RME	Autosome	FALSE
11	ENSG00000178105.9	DDX10	GTEX-YFC4	29	0.79651412	1	1	-0.597597903	private_RME	Autosome	FALSE
11	ENSG00000196167.9	COLCA1	GTEX-YFC4	26	0.833367553	1	1	1.093197355	common_RME	Autosome	FALSE
11	ENSG00000214290.8	COLCA2	GTEX-YFC4	23	0.979102538	1	1	0.61133054	private_RME	Autosome	FALSE
11	ENSG00000170209.4	ANKK1	GTEX-YFC4	7	1	1	1	0.002024957	private_RME	Autosome	FALSE
11	ENSG00000076053.10	RBM7	GTEX-YFC4	15	1	1	1	-0.377371105	private_RME	Autosome	FALSE
11	ENSG00000182985.17	CADM1	GTEX-YFC4	27	1	1	1	2.348334801	frequent_RME	Autosome	FALSE
11	ENSG00000109917.10	ZPR1	GTEX-YFC4	34	0.600962099	1	1	-0.317601596	private_RME	Autosome	FALSE
11	ENSG00000110245.11	APOC3	GTEX-YFC4	6	1	1	1	0.201526691	private_RME	Autosome	FALSE
11	ENSG00000160584.15	SIK3	GTEX-YFC4	33	0.632506227	1	1	-0.385260978	private_RME	Autosome	FALSE
11	ENSG00000168092.13	PAFAH1B2	GTEX-YFC4	16	1	1	1	-0.321386374	private_RME	Autosome	FALSE
11	ENSG00000160613.12	PCSK7	GTEX-YFC4	34	1	1	1	0.765151689	private_RME	Autosome	FALSE
11	ENSG00000167257.10	RNF214	GTEX-YFC4	27	0.750498828	1	1	-0.628772749	private_RME	Autosome	FALSE
11	ENSG00000186318.16	BACE1	GTEX-YFC4	33	1	1	1	-0.37857857	private_RME	Autosome	FALSE
